time(s),V_m,Current (A),Cycle,Cap
74150,3.809,0.997,8,2.7833425
74151,3.808,0.999,8,2.7833425
74152,3.808,0.999,8,2.7833425
74153,3.808,0.999,8,2.7833425
74154,3.808,0.999,8,2.7833425
74155,3.808,1,8,2.7833425
74156,3.808,1,8,2.7833425
74157,3.808,1,8,2.7833425
74158,3.808,1.001,8,2.7833425
74159,3.808,1.001,8,2.7833425
74160,3.808,1.002,8,2.7833425
74161,3.808,1.001,8,2.7833425
74162,3.808,1.002,8,2.7833425
74163,3.808,1.002,8,2.7833425
74164,3.808,1.002,8,2.7833425
74165,3.807,1.002,8,2.7833425
74166,3.807,1.001,8,2.7833425
74167,3.807,1,8,2.7833425
74168,3.807,1,8,2.7833425
74169,3.807,0.999,8,2.7833425
74170,3.807,0.998,8,2.7833425
74171,3.807,0.997,8,2.7833425
74172,3.807,0.997,8,2.7833425
74173,3.806,0.997,8,2.7833425
74174,3.806,0.996,8,2.7833425
74175,3.806,0.996,8,2.7833425
74176,3.806,0.997,8,2.7833425
74177,3.806,0.997,8,2.7833425
74178,3.806,0.998,8,2.7833425
74179,3.806,0.998,8,2.7833425
74180,3.806,0.998,8,2.7833425
74181,3.806,0.999,8,2.7833425
74182,3.806,0.999,8,2.7833425
74183,3.806,0.999,8,2.7833425
74184,3.806,0.999,8,2.7833425
74185,3.806,1,8,2.7833425
74186,3.805,1,8,2.7833425
74187,3.805,1,8,2.7833425
74188,3.805,1.001,8,2.7833425
74189,3.805,1.001,8,2.7833425
74190,3.805,1.002,8,2.7833425
74191,3.805,1.001,8,2.7833425
74192,3.805,1.002,8,2.7833425
74193,3.805,1.002,8,2.7833425
74194,3.805,1.003,8,2.7833425
74195,3.805,1.002,8,2.7833425
74196,3.805,1.002,8,2.7833425
74197,3.805,1.002,8,2.7833425
74198,3.805,1.002,8,2.7833425
74199,3.805,1.001,8,2.7833425
74200,3.804,1.002,8,2.7833425
74201,3.804,1.001,8,2.7833425
74202,3.804,1.001,8,2.7833425
74203,3.804,1.001,8,2.7833425
74204,3.804,1,8,2.7833425
74205,3.804,1,8,2.7833425
74206,3.804,1,8,2.7833425
74207,3.804,1,8,2.7833425
74208,3.804,0.999,8,2.7833425
74209,3.803,0.999,8,2.7833425
74210,3.804,0.998,8,2.7833425
74211,3.803,0.998,8,2.7833425
74212,3.803,0.998,8,2.7833425
74213,3.803,0.997,8,2.7833425
74214,3.803,0.997,8,2.7833425
74215,3.803,0.996,8,2.7833425
74216,3.803,0.997,8,2.7833425
74217,3.803,0.996,8,2.7833425
74218,3.803,0.996,8,2.7833425
74219,3.803,0.997,8,2.7833425
74220,3.802,0.998,8,2.7833425
74221,3.802,0.998,8,2.7833425
74222,3.802,0.999,8,2.7833425
74223,3.802,0.999,8,2.7833425
74224,3.802,1.001,8,2.7833425
74225,3.802,1.001,8,2.7833425
74226,3.802,1.002,8,2.7833425
74227,3.802,1.002,8,2.7833425
74228,3.802,1.002,8,2.7833425
74229,3.802,1.001,8,2.7833425
74230,3.802,1.001,8,2.7833425
74231,3.802,1,8,2.7833425
74232,3.801,0.999,8,2.7833425
74233,3.801,0.997,8,2.7833425
74234,3.801,0.997,8,2.7833425
74235,3.801,0.996,8,2.7833425
74236,3.801,0.997,8,2.7833425
74237,3.801,0.997,8,2.7833425
74238,3.801,0.998,8,2.7833425
74239,3.801,0.999,8,2.7833425
74240,3.801,1,8,2.7833425
74241,3.801,1.001,8,2.7833425
74242,3.801,1.002,8,2.7833425
74243,3.801,1.002,8,2.7833425
74244,3.801,1.002,8,2.7833425
74245,3.801,1.001,8,2.7833425
74246,3.801,1,8,2.7833425
74247,3.8,0.998,8,2.7833425
74248,3.8,0.997,8,2.7833425
74249,3.8,0.996,8,2.7833425
74250,3.8,0.996,8,2.7833425
74251,3.8,0.998,8,2.7833425
74252,3.8,1,8,2.7833425
74253,3.8,1.001,8,2.7833425
74254,3.8,1.002,8,2.7833425
74255,3.8,1.002,8,2.7833425
74256,3.8,1,8,2.7833425
74257,3.8,0.999,8,2.7833425
74258,3.799,0.997,8,2.7833425
74259,3.799,0.996,8,2.7833425
74260,3.799,0.997,8,2.7833425
74261,3.799,0.999,8,2.7833425
74262,3.799,1,8,2.7833425
74263,3.799,1.002,8,2.7833425
74264,3.799,1.002,8,2.7833425
74265,3.799,1.001,8,2.7833425
74266,3.799,1.001,8,2.7833425
74267,3.799,0.998,8,2.7833425
74268,3.798,0.997,8,2.7833425
74269,3.798,0.996,8,2.7833425
74270,3.798,0.997,8,2.7833425
74271,3.798,0.998,8,2.7833425
74272,3.798,1,8,2.7833425
74273,3.798,1.001,8,2.7833425
74274,3.798,1.002,8,2.7833425
74275,3.798,1.002,8,2.7833425
74276,3.798,1,8,2.7833425
74277,3.798,0.998,8,2.7833425
74278,3.798,0.996,8,2.7833425
74279,3.797,0.997,8,2.7833425
74280,3.797,0.997,8,2.7833425
74281,3.797,0.999,8,2.7833425
74282,3.798,1,8,2.7833425
74283,3.797,1.002,8,2.7833425
74284,3.797,1.001,8,2.7833425
74285,3.797,1,8,2.7833425
74286,3.797,0.998,8,2.7833425
74287,3.797,0.997,8,2.7833425
74288,3.797,0.997,8,2.7833425
74289,3.797,0.998,8,2.7833425
74290,3.797,1,8,2.7833425
74291,3.797,1.002,8,2.7833425
74292,3.797,1.002,8,2.7833425
74293,3.797,1.001,8,2.7833425
74294,3.796,0.999,8,2.7833425
74295,3.796,0.997,8,2.7833425
74296,3.796,0.996,8,2.7833425
74297,3.796,0.997,8,2.7833425
74298,3.796,0.998,8,2.7833425
74299,3.796,1,8,2.7833425
74300,3.796,1.002,8,2.7833425
74301,3.796,1.002,8,2.7833425
74302,3.796,1.001,8,2.7833425
74303,3.796,1,8,2.7833425
74304,3.795,0.997,8,2.7833425
74305,3.795,0.996,8,2.7833425
74306,3.795,0.997,8,2.7833425
74307,3.795,0.997,8,2.7833425
74308,3.795,0.999,8,2.7833425
74309,3.795,1.001,8,2.7833425
74310,3.795,1.002,8,2.7833425
74311,3.795,1.001,8,2.7833425
74312,3.795,1.001,8,2.7833425
74313,3.795,0.999,8,2.7833425
74314,3.795,0.998,8,2.7833425
74315,3.795,0.996,8,2.7833425
74316,3.795,0.997,8,2.7833425
74317,3.794,0.997,8,2.7833425
74318,3.794,0.999,8,2.7833425
74319,3.795,1,8,2.7833425
74320,3.794,1.002,8,2.7833425
74321,3.794,1.002,8,2.7833425
74322,3.794,1,8,2.7833425
74323,3.794,0.999,8,2.7833425
74324,3.794,0.998,8,2.7833425
74325,3.794,0.996,8,2.7833425
74326,3.794,0.997,8,2.7833425
74327,3.794,0.997,8,2.7833425
74328,3.794,0.999,8,2.7833425
74329,3.794,1.001,8,2.7833425
74330,3.794,1.001,8,2.7833425
74331,3.793,1.002,8,2.7833425
74332,3.794,1.001,8,2.7833425
74333,3.793,1.001,8,2.7833425
74334,3.793,0.999,8,2.7833425
74335,3.793,0.998,8,2.7833425
74336,3.793,0.996,8,2.7833425
74337,3.793,0.996,8,2.7833425
74338,3.793,0.997,8,2.7833425
74339,3.793,0.998,8,2.7833425
74340,3.793,1,8,2.7833425
74341,3.793,1.001,8,2.7833425
74342,3.793,1.002,8,2.7833425
74343,3.793,1.002,8,2.7833425
74344,3.792,1.001,8,2.7833425
74345,3.792,1,8,2.7833425
74346,3.792,0.999,8,2.7833425
74347,3.792,0.996,8,2.7833425
74348,3.792,0.996,8,2.7833425
74349,3.792,0.997,8,2.7833425
74350,3.792,0.999,8,2.7833425
74351,3.792,0.999,8,2.7833425
74352,3.792,1.001,8,2.7833425
74353,3.792,1.002,8,2.7833425
74354,3.792,1.003,8,2.7833425
74355,3.792,1.001,8,2.7833425
74356,3.791,1.001,8,2.7833425
74357,3.791,1,8,2.7833425
74358,3.791,0.999,8,2.7833425
74359,3.791,0.998,8,2.7833425
74360,3.791,0.997,8,2.7833425
74361,3.791,0.996,8,2.7833425
74362,3.79,0.996,8,2.7833425
74363,3.79,0.997,8,2.7833425
74364,3.79,0.998,8,2.7833425
74365,3.791,0.998,8,2.7833425
74366,3.79,0.999,8,2.7833425
74367,3.79,0.999,8,2.7833425
74368,3.79,1.001,8,2.7833425
74369,3.79,1.001,8,2.7833425
74370,3.79,1.002,8,2.7833425
74371,3.79,1.002,8,2.7833425
74372,3.79,1.002,8,2.7833425
74373,3.79,1.001,8,2.7833425
74374,3.79,1.001,8,2.7833425
74375,3.79,1,8,2.7833425
74376,3.79,0.999,8,2.7833425
74377,3.79,0.998,8,2.7833425
74378,3.79,0.997,8,2.7833425
74379,3.789,0.996,8,2.7833425
74380,3.789,0.996,8,2.7833425
74381,3.789,0.996,8,2.7833425
74382,3.789,0.997,8,2.7833425
74383,3.789,0.997,8,2.7833425
74384,3.789,0.998,8,2.7833425
74385,3.789,0.997,8,2.7833425
74386,3.789,0.998,8,2.7833425
74387,3.789,0.998,8,2.7833425
74388,3.789,0.999,8,2.7833425
74389,3.789,1,8,2.7833425
74390,3.789,1,8,2.7833425
74391,3.789,1.001,8,2.7833425
74392,3.788,1.001,8,2.7833425
74393,3.789,1.001,8,2.7833425
74394,3.788,1.002,8,2.7833425
74395,3.788,1.002,8,2.7833425
74396,3.788,1.002,8,2.7833425
74397,3.788,1.002,8,2.7833425
74398,3.788,1.001,8,2.7833425
74399,3.788,1,8,2.7833425
74400,3.788,1,8,2.7833425
74401,3.788,1,8,2.7833425
74402,3.788,0.999,8,2.7833425
74403,3.787,0.999,8,2.7833425
74404,3.787,0.998,8,2.7833425
74405,3.787,0.997,8,2.7833425
74406,3.787,0.997,8,2.7833425
74407,3.787,0.996,8,2.7833425
74408,3.787,0.996,8,2.7833425
74409,3.787,0.998,8,2.7833425
74410,3.787,0.997,8,2.7833425
74411,3.787,0.998,8,2.7833425
74412,3.787,0.999,8,2.7833425
74413,3.787,1,8,2.7833425
74414,3.787,1.001,8,2.7833425
74415,3.787,1.001,8,2.7833425
74416,3.787,1.002,8,2.7833425
74417,3.786,1.002,8,2.7833425
74418,3.786,1.002,8,2.7833425
74419,3.786,1.001,8,2.7833425
74420,3.786,1.001,8,2.7833425
74421,3.786,1,8,2.7833425
74422,3.786,1,8,2.7833425
74423,3.786,0.999,8,2.7833425
74424,3.786,0.999,8,2.7833425
74425,3.786,0.998,8,2.7833425
74426,3.785,0.999,8,2.7833425
74427,3.785,0.997,8,2.7833425
74428,3.785,0.997,8,2.7833425
74429,3.785,0.996,8,2.7833425
74430,3.785,0.996,8,2.7833425
74431,3.785,0.997,8,2.7833425
74432,3.785,0.997,8,2.7833425
74433,3.785,0.996,8,2.7833425
74434,3.785,0.997,8,2.7833425
74435,3.785,0.996,8,2.7833425
74436,3.785,0.997,8,2.7833425
74437,3.785,0.997,8,2.7833425
74438,3.785,0.997,8,2.7833425
74439,3.784,0.997,8,2.7833425
74440,3.784,0.997,8,2.7833425
74441,3.784,0.997,8,2.7833425
74442,3.784,0.997,8,2.7833425
74443,3.784,0.997,8,2.7833425
74444,3.784,0.997,8,2.7833425
74445,3.784,0.997,8,2.7833425
74446,3.784,0.997,8,2.7833425
74447,3.784,0.997,8,2.7833425
74448,3.784,0.997,8,2.7833425
74449,3.783,0.997,8,2.7833425
74450,3.783,0.997,8,2.7833425
74451,3.783,0.997,8,2.7833425
74452,3.783,0.997,8,2.7833425
74453,3.783,0.997,8,2.7833425
74454,3.783,0.997,8,2.7833425
74455,3.783,0.997,8,2.7833425
74456,3.783,0.997,8,2.7833425
74457,3.783,0.997,8,2.7833425
74458,3.783,0.997,8,2.7833425
74459,3.783,0.997,8,2.7833425
74460,3.782,0.997,8,2.7833425
74461,3.783,0.997,8,2.7833425
74462,3.782,0.997,8,2.7833425
74463,3.782,0.997,8,2.7833425
74464,3.782,0.997,8,2.7833425
74465,3.782,0.996,8,2.7833425
74466,3.782,0.996,8,2.7833425
74467,3.782,0.996,8,2.7833425
74468,3.782,0.997,8,2.7833425
74469,3.782,0.997,8,2.7833425
74470,3.782,0.997,8,2.7833425
74471,3.782,0.997,8,2.7833425
74472,3.782,0.997,8,2.7833425
74473,3.781,0.998,8,2.7833425
74474,3.782,0.998,8,2.7833425
74475,3.781,0.998,8,2.7833425
74476,3.781,0.998,8,2.7833425
74477,3.781,1,8,2.7833425
74478,3.781,0.999,8,2.7833425
74479,3.781,1,8,2.7833425
74480,3.781,1,8,2.7833425
74481,3.781,1,8,2.7833425
74482,3.781,1.001,8,2.7833425
74483,3.781,1.001,8,2.7833425
74484,3.781,1.001,8,2.7833425
74485,3.781,1.001,8,2.7833425
74486,3.781,1.001,8,2.7833425
74487,3.781,1.001,8,2.7833425
74488,3.781,1.002,8,2.7833425
74489,3.781,1.001,8,2.7833425
74490,3.78,1.002,8,2.7833425
74491,3.78,1.001,8,2.7833425
74492,3.78,1.001,8,2.7833425
74493,3.78,1.002,8,2.7833425
74494,3.78,1.001,8,2.7833425
74495,3.78,1.001,8,2.7833425
74496,3.78,1.001,8,2.7833425
74497,3.78,1.001,8,2.7833425
74498,3.78,1.001,8,2.7833425
74499,3.78,1.001,8,2.7833425
74500,3.78,1.001,8,2.7833425
74501,3.779,1.001,8,2.7833425
74502,3.779,1.001,8,2.7833425
74503,3.779,1,8,2.7833425
74504,3.779,1.001,8,2.7833425
74505,3.779,1.001,8,2.7833425
74506,3.779,1.001,8,2.7833425
74507,3.779,1,8,2.7833425
74508,3.779,1,8,2.7833425
74509,3.779,1.001,8,2.7833425
74510,3.779,1,8,2.7833425
74511,3.779,1.001,8,2.7833425
74512,3.779,1,8,2.7833425
74513,3.779,1.001,8,2.7833425
74514,3.778,1,8,2.7833425
74515,3.778,1.001,8,2.7833425
74516,3.778,1.001,8,2.7833425
74517,3.778,0.999,8,2.7833425
74518,3.778,1,8,2.7833425
74519,3.778,1,8,2.7833425
74520,3.778,1,8,2.7833425
74521,3.778,1,8,2.7833425
74522,3.778,1,8,2.7833425
74523,3.778,1,8,2.7833425
74524,3.777,0.999,8,2.7833425
74525,3.777,0.999,8,2.7833425
74526,3.777,0.999,8,2.7833425
74527,3.777,0.999,8,2.7833425
74528,3.777,0.999,8,2.7833425
74529,3.777,0.998,8,2.7833425
74530,3.777,0.998,8,2.7833425
74531,3.777,0.998,8,2.7833425
74532,3.777,0.997,8,2.7833425
74533,3.776,0.996,8,2.7833425
74534,3.776,0.996,8,2.7833425
74535,3.776,0.996,8,2.7833425
74536,3.776,0.997,8,2.7833425
74537,3.776,0.997,8,2.7833425
74538,3.776,0.997,8,2.7833425
74539,3.776,0.998,8,2.7833425
74540,3.776,0.998,8,2.7833425
74541,3.776,0.999,8,2.7833425
74542,3.776,1,8,2.7833425
74543,3.776,1,8,2.7833425
74544,3.776,1.001,8,2.7833425
74545,3.776,1.001,8,2.7833425
74546,3.776,1.002,8,2.7833425
74547,3.776,1.002,8,2.7833425
74548,3.776,1.001,8,2.7833425
74549,3.775,1,8,2.7833425
74550,3.776,1,8,2.7833425
74551,3.775,0.999,8,2.7833425
74552,3.775,0.998,8,2.7833425
74553,3.775,0.997,8,2.7833425
74554,3.775,0.996,8,2.7833425
74555,3.775,0.996,8,2.7833425
74556,3.775,0.997,8,2.7833425
74557,3.775,0.998,8,2.7833425
74558,3.775,1,8,2.7833425
74559,3.775,1.001,8,2.7833425
74560,3.775,1.002,8,2.7833425
74561,3.775,1.002,8,2.7833425
74562,3.774,1,8,2.7833425
74563,3.774,0.999,8,2.7833425
74564,3.774,0.996,8,2.7833425
74565,3.774,0.997,8,2.7833425
74566,3.774,0.998,8,2.7833425
74567,3.774,0.999,8,2.7833425
74568,3.774,1.001,8,2.7833425
74569,3.774,1.002,8,2.7833425
74570,3.774,1.002,8,2.7833425
74571,3.774,1.001,8,2.7833425
74572,3.774,0.999,8,2.7833425
74573,3.773,0.998,8,2.7833425
74574,3.773,0.996,8,2.7833425
74575,3.773,0.996,8,2.7833425
74576,3.773,0.997,8,2.7833425
74577,3.773,0.999,8,2.7833425
74578,3.773,1.002,8,2.7833425
74579,3.773,1.003,8,2.7833425
74580,3.773,1.002,8,2.7833425
74581,3.773,1,8,2.7833425
74582,3.773,0.999,8,2.7833425
74583,3.772,0.997,8,2.7833425
74584,3.772,0.996,8,2.7833425
74585,3.772,0.997,8,2.7833425
74586,3.772,0.999,8,2.7833425
74587,3.772,1.002,8,2.7833425
74588,3.772,1.002,8,2.7833425
74589,3.772,1.002,8,2.7833425
74590,3.772,1,8,2.7833425
74591,3.772,0.999,8,2.7833425
74592,3.772,0.996,8,2.7833425
74593,3.772,0.997,8,2.7833425
74594,3.772,0.998,8,2.7833425
74595,3.771,0.999,8,2.7833425
74596,3.772,1.002,8,2.7833425
74597,3.772,1.002,8,2.7833425
74598,3.771,1.001,8,2.7833425
74599,3.771,0.999,8,2.7833425
74600,3.771,0.997,8,2.7833425
74601,3.771,0.996,8,2.7833425
74602,3.771,0.997,8,2.7833425
74603,3.771,1,8,2.7833425
74604,3.771,1.002,8,2.7833425
74605,3.771,1.002,8,2.7833425
74606,3.771,1.001,8,2.7833425
74607,3.771,0.999,8,2.7833425
74608,3.77,0.996,8,2.7833425
74609,3.77,0.997,8,2.7833425
74610,3.77,0.999,8,2.7833425
74611,3.77,1,8,2.7833425
74612,3.77,1.003,8,2.7833425
74613,3.77,1.001,8,2.7833425
74614,3.77,1,8,2.7833425
74615,3.77,0.996,8,2.7833425
74616,3.77,0.996,8,2.7833425
74617,3.77,0.998,8,2.7833425
74618,3.77,0.999,8,2.7833425
74619,3.77,1.002,8,2.7833425
74620,3.77,1.002,8,2.7833425
74621,3.769,1,8,2.7833425
74622,3.769,0.998,8,2.7833425
74623,3.769,0.997,8,2.7833425
74624,3.769,0.997,8,2.7833425
74625,3.769,0.998,8,2.7833425
74626,3.769,1.001,8,2.7833425
74627,3.769,1.002,8,2.7833425
74628,3.769,1.001,8,2.7833425
74629,3.769,0.999,8,2.7833425
74630,3.769,0.997,8,2.7833425
74631,3.769,0.996,8,2.7833425
74632,3.768,0.997,8,2.7833425
74633,3.768,1,8,2.7833425
74634,3.768,1.002,8,2.7833425
74635,3.769,1.002,8,2.7833425
74636,3.768,1,8,2.7833425
74637,3.768,0.999,8,2.7833425
74638,3.768,0.996,8,2.7833425
74639,3.768,0.997,8,2.7833425
74640,3.768,0.997,8,2.7833425
74641,3.768,0.999,8,2.7833425
74642,3.768,1.002,8,2.7833425
74643,3.768,1.002,8,2.7833425
74644,3.768,1.001,8,2.7833425
74645,3.767,1,8,2.7833425
74646,3.767,0.998,8,2.7833425
74647,3.767,0.996,8,2.7833425
74648,3.767,0.997,8,2.7833425
74649,3.767,0.998,8,2.7833425
74650,3.767,0.999,8,2.7833425
74651,3.767,1.002,8,2.7833425
74652,3.767,1.002,8,2.7833425
74653,3.767,1.001,8,2.7833425
74654,3.767,1,8,2.7833425
74655,3.766,0.998,8,2.7833425
74656,3.766,0.997,8,2.7833425
74657,3.766,0.996,8,2.7833425
74658,3.766,0.998,8,2.7833425
74659,3.766,0.999,8,2.7833425
74660,3.766,1.002,8,2.7833425
74661,3.766,1.002,8,2.7833425
74662,3.766,1.002,8,2.7833425
74663,3.766,1,8,2.7833425
74664,3.766,0.999,8,2.7833425
74665,3.766,0.997,8,2.7833425
74666,3.766,0.996,8,2.7833425
74667,3.766,0.998,8,2.7833425
74668,3.766,1,8,2.7833425
74669,3.766,1.002,8,2.7833425
74670,3.766,1.002,8,2.7833425
74671,3.765,1.001,8,2.7833425
74672,3.765,0.999,8,2.7833425
74673,3.765,0.998,8,2.7833425
74674,3.765,0.996,8,2.7833425
74675,3.765,0.996,8,2.7833425
74676,3.765,0.998,8,2.7833425
74677,3.765,1,8,2.7833425
74678,3.765,1.001,8,2.7833425
74679,3.765,1.003,8,2.7833425
74680,3.765,1.002,8,2.7833425
74681,3.765,1.001,8,2.7833425
74682,3.764,0.999,8,2.7833425
74683,3.764,0.997,8,2.7833425
74684,3.764,0.996,8,2.7833425
74685,3.764,0.996,8,2.7833425
74686,3.764,0.998,8,2.7833425
74687,3.764,0.999,8,2.7833425
74688,3.764,1.001,8,2.7833425
74689,3.764,1.002,8,2.7833425
74690,3.764,1.002,8,2.7833425
74691,3.764,1.001,8,2.7833425
74692,3.764,1,8,2.7833425
74693,3.763,0.998,8,2.7833425
74694,3.763,0.997,8,2.7833425
74695,3.763,0.996,8,2.7833425
74696,3.763,0.996,8,2.7833425
74697,3.763,0.998,8,2.7833425
74698,3.763,0.998,8,2.7833425
74699,3.763,1,8,2.7833425
74700,3.763,1.002,8,2.7833425
74701,3.763,1.002,8,2.7833425
74702,3.763,1.002,8,2.7833425
74703,3.763,1.002,8,2.7833425
74704,3.762,1,8,2.7833425
74705,3.763,0.999,8,2.7833425
74706,3.762,0.998,8,2.7833425
74707,3.762,0.997,8,2.7833425
74708,3.762,0.996,8,2.7833425
74709,3.762,0.997,8,2.7833425
74710,3.762,0.997,8,2.7833425
74711,3.762,0.999,8,2.7833425
74712,3.762,1,8,2.7833425
74713,3.762,1.001,8,2.7833425
74714,3.762,1.002,8,2.7833425
74715,3.762,1.002,8,2.7833425
74716,3.761,1.001,8,2.7833425
74717,3.761,1.001,8,2.7833425
74718,3.761,0.999,8,2.7833425
74719,3.761,0.998,8,2.7833425
74720,3.761,0.997,8,2.7833425
74721,3.761,0.996,8,2.7833425
74722,3.761,0.997,8,2.7833425
74723,3.761,0.997,8,2.7833425
74724,3.761,0.999,8,2.7833425
74725,3.761,1.002,8,2.7833425
74726,3.761,1.001,8,2.7833425
74727,3.761,1.003,8,2.7833425
74728,3.761,1.002,8,2.7833425
74729,3.761,1.001,8,2.7833425
74730,3.76,1,8,2.7833425
74731,3.76,0.998,8,2.7833425
74732,3.76,0.996,8,2.7833425
74733,3.76,0.997,8,2.7833425
74734,3.76,0.997,8,2.7833425
74735,3.76,0.998,8,2.7833425
74736,3.76,1.001,8,2.7833425
74737,3.76,1.001,8,2.7833425
74738,3.76,1.002,8,2.7833425
74739,3.76,1.002,8,2.7833425
74740,3.76,1.001,8,2.7833425
74741,3.759,1,8,2.7833425
74742,3.759,0.999,8,2.7833425
74743,3.759,0.998,8,2.7833425
74744,3.759,0.997,8,2.7833425
74745,3.759,0.997,8,2.7833425
74746,3.759,0.997,8,2.7833425
74747,3.759,0.997,8,2.7833425
74748,3.759,0.998,8,2.7833425
74749,3.759,1,8,2.7833425
74750,3.759,1.001,8,2.7833425
74751,3.759,1.001,8,2.7833425
74752,3.759,1.002,8,2.7833425
74753,3.758,1.002,8,2.7833425
74754,3.758,1.001,8,2.7833425
74755,3.758,1,8,2.7833425
74756,3.758,0.999,8,2.7833425
74757,3.758,0.998,8,2.7833425
74758,3.758,0.997,8,2.7833425
74759,3.758,0.996,8,2.7833425
74760,3.758,0.997,8,2.7833425
74761,3.757,0.998,8,2.7833425
74762,3.758,0.999,8,2.7833425
74763,3.757,1.001,8,2.7833425
74764,3.757,1.002,8,2.7833425
74765,3.758,1.002,8,2.7833425
74766,3.757,1.002,8,2.7833425
74767,3.757,1.001,8,2.7833425
74768,3.757,1,8,2.7833425
74769,3.757,0.999,8,2.7833425
74770,3.757,0.997,8,2.7833425
74771,3.757,0.997,8,2.7833425
74772,3.756,0.997,8,2.7833425
74773,3.756,0.998,8,2.7833425
74774,3.756,0.997,8,2.7833425
74775,3.756,0.998,8,2.7833425
74776,3.756,0.999,8,2.7833425
74777,3.756,1.001,8,2.7833425
74778,3.756,1.001,8,2.7833425
74779,3.756,1.002,8,2.7833425
74780,3.756,1.002,8,2.7833425
74781,3.756,1.002,8,2.7833425
74782,3.756,1.002,8,2.7833425
74783,3.756,1.002,8,2.7833425
74784,3.756,1.001,8,2.7833425
74785,3.756,1,8,2.7833425
74786,3.756,1,8,2.7833425
74787,3.755,0.999,8,2.7833425
74788,3.755,0.998,8,2.7833425
74789,3.755,0.997,8,2.7833425
74790,3.755,0.996,8,2.7833425
74791,3.755,0.996,8,2.7833425
74792,3.755,0.996,8,2.7833425
74793,3.755,0.997,8,2.7833425
74794,3.755,0.999,8,2.7833425
74795,3.755,1,8,2.7833425
74796,3.755,1.001,8,2.7833425
74797,3.755,1.002,8,2.7833425
74798,3.755,1.002,8,2.7833425
74799,3.755,1.002,8,2.7833425
74800,3.754,1.002,8,2.7833425
74801,3.754,1.001,8,2.7833425
74802,3.754,1,8,2.7833425
74803,3.754,1,8,2.7833425
74804,3.754,0.998,8,2.7833425
74805,3.754,0.997,8,2.7833425
74806,3.754,0.997,8,2.7833425
74807,3.754,0.996,8,2.7833425
74808,3.753,0.997,8,2.7833425
74809,3.753,0.997,8,2.7833425
74810,3.753,0.997,8,2.7833425
74811,3.753,0.998,8,2.7833425
74812,3.753,1,8,2.7833425
74813,3.753,1.001,8,2.7833425
74814,3.753,1.002,8,2.7833425
74815,3.753,1.002,8,2.7833425
74816,3.753,1.001,8,2.7833425
74817,3.753,1,8,2.7833425
74818,3.753,0.998,8,2.7833425
74819,3.752,0.997,8,2.7833425
74820,3.752,0.997,8,2.7833425
74821,3.752,0.997,8,2.7833425
74822,3.752,0.998,8,2.7833425
74823,3.752,1,8,2.7833425
74824,3.752,1.002,8,2.7833425
74825,3.752,1.002,8,2.7833425
74826,3.752,1.001,8,2.7833425
74827,3.752,0.998,8,2.7833425
74828,3.752,0.996,8,2.7833425
74829,3.751,0.997,8,2.7833425
74830,3.751,0.998,8,2.7833425
74831,3.752,0.999,8,2.7833425
74832,3.752,1.002,8,2.7833425
74833,3.752,1.002,8,2.7833425
74834,3.751,1.001,8,2.7833425
74835,3.751,1,8,2.7833425
74836,3.751,0.998,8,2.7833425
74837,3.751,0.996,8,2.7833425
74838,3.751,0.997,8,2.7833425
74839,3.751,0.998,8,2.7833425
74840,3.751,1,8,2.7833425
74841,3.751,1.002,8,2.7833425
74842,3.751,1.002,8,2.7833425
74843,3.751,1,8,2.7833425
74844,3.751,0.998,8,2.7833425
74845,3.75,0.997,8,2.7833425
74846,3.75,0.997,8,2.7833425
74847,3.75,0.998,8,2.7833425
74848,3.75,1,8,2.7833425
74849,3.75,1.001,8,2.7833425
74850,3.75,1.002,8,2.7833425
74851,3.75,1.002,8,2.7833425
74852,3.75,1,8,2.7833425
74853,3.75,0.998,8,2.7833425
74854,3.75,0.997,8,2.7833425
74855,3.749,0.997,8,2.7833425
74856,3.749,0.998,8,2.7833425
74857,3.749,0.999,8,2.7833425
74858,3.749,1.001,8,2.7833425
74859,3.749,1.002,8,2.7833425
74860,3.749,1.002,8,2.7833425
74861,3.749,1,8,2.7833425
74862,3.749,0.998,8,2.7833425
74863,3.749,0.996,8,2.7833425
74864,3.748,0.997,8,2.7833425
74865,3.749,0.997,8,2.7833425
74866,3.749,1,8,2.7833425
74867,3.749,1.001,8,2.7833425
74868,3.749,1.002,8,2.7833425
74869,3.748,1,8,2.7833425
74870,3.748,0.999,8,2.7833425
74871,3.748,0.996,8,2.7833425
74872,3.748,0.996,8,2.7833425
74873,3.748,0.998,8,2.7833425
74874,3.748,1.001,8,2.7833425
74875,3.748,1.002,8,2.7833425
74876,3.748,1.001,8,2.7833425
74877,3.748,0.998,8,2.7833425
74878,3.747,0.996,8,2.7833425
74879,3.747,0.997,8,2.7833425
74880,3.747,0.999,8,2.7833425
74881,3.747,1.001,8,2.7833425
74882,3.747,1.003,8,2.7833425
74883,3.747,1.001,8,2.7833425
74884,3.747,0.998,8,2.7833425
74885,3.747,0.996,8,2.7833425
74886,3.747,0.997,8,2.7833425
74887,3.747,0.999,8,2.7833425
74888,3.747,1.002,8,2.7833425
74889,3.747,1.002,8,2.7833425
74890,3.746,1,8,2.7833425
74891,3.746,0.997,8,2.7833425
74892,3.746,0.996,8,2.7833425
74893,3.746,0.998,8,2.7833425
74894,3.746,1,8,2.7833425
74895,3.746,1.002,8,2.7833425
