time(s),V_m,Current (A),Cycle,Cap
0,4.098,0.997,1,2.840816667
1,4.096,0.998,1,2.840816667
2,4.094,0.999,1,2.840816667
3,4.093,0.998,1,2.840816667
4,4.092,0.999,1,2.840816667
5,4.091,0.997,1,2.840816667
6,4.09,0.996,1,2.840816667
7,4.089,0.996,1,2.840816667
8,4.089,0.995,1,2.840816667
9,4.088,0.995,1,2.840816667
10,4.088,0.996,1,2.840816667
11,4.087,0.996,1,2.840816667
12,4.086,0.997,1,2.840816667
13,4.086,0.998,1,2.840816667
14,4.086,0.999,1,2.840816667
15,4.085,1,1,2.840816667
16,4.085,1.001,1,2.840816667
17,4.084,1.001,1,2.840816667
18,4.084,1.001,1,2.840816667
19,4.083,1,1,2.840816667
20,4.083,1,1,2.840816667
21,4.082,1,1,2.840816667
22,4.082,0.998,1,2.840816667
23,4.081,0.998,1,2.840816667
24,4.081,0.996,1,2.840816667
25,4.08,0.996,1,2.840816667
26,4.08,0.996,1,2.840816667
27,4.08,0.996,1,2.840816667
28,4.079,0.997,1,2.840816667
29,4.079,0.997,1,2.840816667
30,4.079,0.998,1,2.840816667
31,4.079,1,1,2.840816667
32,4.078,1,1,2.840816667
33,4.078,1.002,1,2.840816667
34,4.078,1.001,1,2.840816667
35,4.077,1.002,1,2.840816667
36,4.077,1,1,2.840816667
37,4.077,0.999,1,2.840816667
38,4.076,0.998,1,2.840816667
39,4.076,0.997,1,2.840816667
40,4.075,0.996,1,2.840816667
41,4.075,0.996,1,2.840816667
42,4.075,0.996,1,2.840816667
43,4.074,0.996,1,2.840816667
44,4.074,0.998,1,2.840816667
45,4.074,0.999,1,2.840816667
46,4.074,1,1,2.840816667
47,4.074,1.001,1,2.840816667
48,4.073,1.001,1,2.840816667
49,4.073,1.001,1,2.840816667
50,4.073,1.002,1,2.840816667
51,4.073,1.001,1,2.840816667
52,4.072,1.001,1,2.840816667
53,4.072,0.999,1,2.840816667
54,4.072,0.998,1,2.840816667
55,4.071,0.997,1,2.840816667
56,4.071,0.996,1,2.840816667
57,4.07,0.996,1,2.840816667
58,4.07,0.996,1,2.840816667
59,4.07,0.996,1,2.840816667
60,4.07,0.997,1,2.840816667
61,4.07,0.998,1,2.840816667
62,4.069,0.999,1,2.840816667
63,4.069,1.001,1,2.840816667
64,4.069,1.001,1,2.840816667
65,4.069,1.001,1,2.840816667
66,4.069,1.001,1,2.840816667
67,4.068,1,1,2.840816667
68,4.068,1,1,2.840816667
69,4.068,0.999,1,2.840816667
70,4.068,0.998,1,2.840816667
71,4.067,0.997,1,2.840816667
72,4.067,0.996,1,2.840816667
73,4.067,0.996,1,2.840816667
74,4.066,0.997,1,2.840816667
75,4.066,0.997,1,2.840816667
76,4.066,0.998,1,2.840816667
77,4.066,0.999,1,2.840816667
78,4.066,1,1,2.840816667
79,4.066,1.001,1,2.840816667
80,4.065,1.002,1,2.840816667
81,4.065,1,1,2.840816667
82,4.065,1,1,2.840816667
83,4.065,0.999,1,2.840816667
84,4.064,0.998,1,2.840816667
85,4.064,0.997,1,2.840816667
86,4.064,0.996,1,2.840816667
87,4.064,0.996,1,2.840816667
88,4.063,0.997,1,2.840816667
89,4.063,0.998,1,2.840816667
90,4.063,0.999,1,2.840816667
91,4.063,1,1,2.840816667
92,4.063,1.002,1,2.840816667
93,4.063,1.002,1,2.840816667
94,4.063,1.001,1,2.840816667
95,4.062,0.999,1,2.840816667
96,4.062,0.998,1,2.840816667
97,4.062,0.997,1,2.840816667
98,4.061,0.996,1,2.840816667
99,4.061,0.996,1,2.840816667
100,4.061,0.997,1,2.840816667
101,4.061,0.998,1,2.840816667
102,4.061,1,1,2.840816667
103,4.061,1.001,1,2.840816667
104,4.06,1.002,1,2.840816667
105,4.06,1.001,1,2.840816667
106,4.06,1.001,1,2.840816667
107,4.06,1,1,2.840816667
108,4.06,0.998,1,2.840816667
109,4.059,0.997,1,2.840816667
110,4.059,0.996,1,2.840816667
111,4.059,0.996,1,2.840816667
112,4.059,0.998,1,2.840816667
113,4.059,1,1,2.840816667
114,4.059,1.001,1,2.840816667
115,4.059,1.001,1,2.840816667
116,4.058,1.001,1,2.840816667
117,4.058,0.999,1,2.840816667
118,4.058,0.997,1,2.840816667
119,4.057,0.996,1,2.840816667
120,4.057,0.997,1,2.840816667
121,4.057,0.997,1,2.840816667
122,4.057,0.999,1,2.840816667
123,4.057,1.001,1,2.840816667
124,4.057,1.001,1,2.840816667
125,4.057,1.001,1,2.840816667
126,4.057,1.001,1,2.840816667
127,4.056,0.998,1,2.840816667
128,4.056,0.996,1,2.840816667
129,4.055,0.996,1,2.840816667
130,4.055,0.997,1,2.840816667
131,4.055,0.999,1,2.840816667
132,4.055,1,1,2.840816667
133,4.055,1.002,1,2.840816667
134,4.055,1.001,1,2.840816667
135,4.055,1,1,2.840816667
136,4.055,0.998,1,2.840816667
137,4.054,0.997,1,2.840816667
138,4.054,0.995,1,2.840816667
139,4.054,0.997,1,2.840816667
140,4.054,0.998,1,2.840816667
141,4.054,1,1,2.840816667
142,4.054,1.002,1,2.840816667
143,4.054,1,1,2.840816667
144,4.053,0.999,1,2.840816667
145,4.053,0.997,1,2.840816667
146,4.053,0.996,1,2.840816667
147,4.053,0.997,1,2.840816667
148,4.053,0.998,1,2.840816667
149,4.053,1,1,2.840816667
150,4.052,1.002,1,2.840816667
151,4.052,1.002,1,2.840816667
152,4.052,1,1,2.840816667
153,4.052,0.999,1,2.840816667
154,4.052,0.996,1,2.840816667
155,4.051,0.996,1,2.840816667
156,4.051,0.997,1,2.840816667
157,4.051,0.998,1,2.840816667
158,4.051,1.001,1,2.840816667
159,4.051,1.002,1,2.840816667
160,4.051,1.002,1,2.840816667
161,4.051,1,1,2.840816667
162,4.05,0.998,1,2.840816667
163,4.05,0.997,1,2.840816667
164,4.05,0.996,1,2.840816667
165,4.05,0.997,1,2.840816667
166,4.05,0.999,1,2.840816667
167,4.05,1,1,2.840816667
168,4.05,1.001,1,2.840816667
169,4.05,1.001,1,2.840816667
170,4.049,1,1,2.840816667
171,4.049,0.999,1,2.840816667
172,4.049,0.996,1,2.840816667
173,4.049,0.996,1,2.840816667
174,4.048,0.997,1,2.840816667
175,4.049,0.999,1,2.840816667
176,4.049,1,1,2.840816667
177,4.048,1.002,1,2.840816667
178,4.048,1.002,1,2.840816667
179,4.048,1.001,1,2.840816667
180,4.048,1,1,2.840816667
181,4.047,0.997,1,2.840816667
182,4.047,0.996,1,2.840816667
183,4.047,0.997,1,2.840816667
184,4.047,0.998,1,2.840816667
185,4.047,0.998,1,2.840816667
186,4.047,1,1,2.840816667
187,4.047,1.001,1,2.840816667
188,4.047,1.001,1,2.840816667
189,4.046,1.001,1,2.840816667
190,4.046,1,1,2.840816667
191,4.046,0.997,1,2.840816667
192,4.046,0.996,1,2.840816667
193,4.046,0.996,1,2.840816667
194,4.046,0.996,1,2.840816667
195,4.046,0.998,1,2.840816667
196,4.045,0.999,1,2.840816667
197,4.045,1.001,1,2.840816667
198,4.045,1.002,1,2.840816667
199,4.045,1.001,1,2.840816667
200,4.045,1,1,2.840816667
201,4.045,1,1,2.840816667
202,4.045,0.997,1,2.840816667
203,4.044,0.996,1,2.840816667
204,4.044,0.997,1,2.840816667
205,4.044,0.997,1,2.840816667
206,4.044,0.999,1,2.840816667
207,4.044,1.001,1,2.840816667
208,4.044,1.001,1,2.840816667
209,4.044,1.002,1,2.840816667
210,4.044,1.001,1,2.840816667
211,4.044,1,1,2.840816667
212,4.043,0.999,1,2.840816667
213,4.043,0.998,1,2.840816667
214,4.043,0.996,1,2.840816667
215,4.043,0.996,1,2.840816667
216,4.043,0.996,1,2.840816667
217,4.043,0.997,1,2.840816667
218,4.043,0.997,1,2.840816667
219,4.042,0.997,1,2.840816667
220,4.042,0.999,1,2.840816667
221,4.042,0.999,1,2.840816667
222,4.042,1,1,2.840816667
223,4.042,1.001,1,2.840816667
224,4.042,1.001,1,2.840816667
225,4.042,1.001,1,2.840816667
226,4.042,1.002,1,2.840816667
227,4.042,1.001,1,2.840816667
228,4.041,1.001,1,2.840816667
229,4.041,1,1,2.840816667
230,4.041,0.999,1,2.840816667
231,4.041,0.998,1,2.840816667
232,4.041,0.996,1,2.840816667
233,4.04,0.996,1,2.840816667
234,4.041,0.997,1,2.840816667
235,4.04,0.997,1,2.840816667
236,4.04,0.998,1,2.840816667
237,4.04,0.998,1,2.840816667
238,4.04,1.001,1,2.840816667
239,4.04,1.002,1,2.840816667
240,4.04,1.002,1,2.840816667
241,4.04,1.001,1,2.840816667
242,4.04,1.001,1,2.840816667
243,4.04,1,1,2.840816667
244,4.039,0.999,1,2.840816667
245,4.039,0.997,1,2.840816667
246,4.039,0.996,1,2.840816667
247,4.039,0.996,1,2.840816667
248,4.039,0.997,1,2.840816667
249,4.039,0.997,1,2.840816667
250,4.039,0.998,1,2.840816667
251,4.038,0.998,1,2.840816667
252,4.039,0.999,1,2.840816667
253,4.038,0.999,1,2.840816667
254,4.038,1.001,1,2.840816667
255,4.038,1.001,1,2.840816667
256,4.038,1.001,1,2.840816667
257,4.038,1.002,1,2.840816667
258,4.038,1.002,1,2.840816667
259,4.038,1.001,1,2.840816667
260,4.038,1.001,1,2.840816667
261,4.037,1,1,2.840816667
262,4.037,1,1,2.840816667
263,4.037,1,1,2.840816667
264,4.037,0.999,1,2.840816667
265,4.037,0.999,1,2.840816667
266,4.037,0.999,1,2.840816667
267,4.037,0.998,1,2.840816667
268,4.037,0.998,1,2.840816667
269,4.036,0.998,1,2.840816667
270,4.036,0.997,1,2.840816667
271,4.036,0.996,1,2.840816667
272,4.036,0.996,1,2.840816667
273,4.036,0.996,1,2.840816667
274,4.036,0.996,1,2.840816667
275,4.035,0.996,1,2.840816667
276,4.035,0.996,1,2.840816667
277,4.035,0.997,1,2.840816667
278,4.035,0.997,1,2.840816667
279,4.035,0.996,1,2.840816667
280,4.035,0.996,1,2.840816667
281,4.035,0.997,1,2.840816667
282,4.035,0.997,1,2.840816667
283,4.035,0.997,1,2.840816667
284,4.035,0.997,1,2.840816667
285,4.035,0.997,1,2.840816667
286,4.035,0.998,1,2.840816667
287,4.035,0.998,1,2.840816667
288,4.034,0.998,1,2.840816667
289,4.034,0.998,1,2.840816667
290,4.034,0.998,1,2.840816667
291,4.034,0.998,1,2.840816667
292,4.034,0.999,1,2.840816667
293,4.034,0.999,1,2.840816667
294,4.034,1,1,2.840816667
295,4.034,0.999,1,2.840816667
296,4.034,1,1,2.840816667
297,4.033,1,1,2.840816667
298,4.034,1.001,1,2.840816667
299,4.033,1.001,1,2.840816667
300,4.033,1.001,1,2.840816667
301,4.033,1.001,1,2.840816667
302,4.033,1.002,1,2.840816667
303,4.033,1.001,1,2.840816667
304,4.033,1.001,1,2.840816667
305,4.033,1.002,1,2.840816667
306,4.033,1.002,1,2.840816667
307,4.033,1.001,1,2.840816667
308,4.033,1.002,1,2.840816667
309,4.032,1.002,1,2.840816667
310,4.032,1.001,1,2.840816667
311,4.032,1.001,1,2.840816667
312,4.032,1,1,2.840816667
313,4.032,1.001,1,2.840816667
314,4.032,1,1,2.840816667
315,4.032,1,1,2.840816667
316,4.032,1,1,2.840816667
317,4.031,1,1,2.840816667
318,4.031,0.999,1,2.840816667
319,4.031,0.997,1,2.840816667
320,4.031,0.997,1,2.840816667
321,4.031,0.996,1,2.840816667
322,4.031,0.996,1,2.840816667
323,4.031,0.996,1,2.840816667
324,4.031,0.996,1,2.840816667
325,4.031,0.997,1,2.840816667
326,4.031,0.999,1,2.840816667
327,4.03,0.998,1,2.840816667
328,4.03,1,1,2.840816667
329,4.03,1,1,2.840816667
330,4.03,1.002,1,2.840816667
331,4.03,1.002,1,2.840816667
332,4.03,1.001,1,2.840816667
333,4.03,1.001,1,2.840816667
334,4.03,1.001,1,2.840816667
335,4.03,0.999,1,2.840816667
336,4.03,0.998,1,2.840816667
337,4.03,0.997,1,2.840816667
338,4.03,0.996,1,2.840816667
339,4.029,0.996,1,2.840816667
340,4.029,0.996,1,2.840816667
341,4.029,0.996,1,2.840816667
342,4.029,0.997,1,2.840816667
343,4.029,0.998,1,2.840816667
344,4.029,0.998,1,2.840816667
345,4.029,0.997,1,2.840816667
346,4.029,0.998,1,2.840816667
347,4.029,0.998,1,2.840816667
348,4.029,0.999,1,2.840816667
349,4.028,0.999,1,2.840816667
350,4.028,1,1,2.840816667
351,4.028,1,1,2.840816667
352,4.028,1.001,1,2.840816667
353,4.028,1.001,1,2.840816667
354,4.028,1.001,1,2.840816667
355,4.028,1.002,1,2.840816667
356,4.028,1.001,1,2.840816667
357,4.028,1.001,1,2.840816667
358,4.028,1.001,1,2.840816667
359,4.028,1,1,2.840816667
360,4.028,0.999,1,2.840816667
361,4.027,0.999,1,2.840816667
362,4.027,0.998,1,2.840816667
363,4.027,0.998,1,2.840816667
364,4.027,0.997,1,2.840816667
365,4.027,0.996,1,2.840816667
366,4.027,0.996,1,2.840816667
367,4.027,0.996,1,2.840816667
368,4.026,0.997,1,2.840816667
369,4.026,0.997,1,2.840816667
370,4.026,0.998,1,2.840816667
371,4.026,0.999,1,2.840816667
372,4.026,0.998,1,2.840816667
373,4.026,1,1,2.840816667
374,4.026,1,1,2.840816667
375,4.026,1,1,2.840816667
376,4.026,1.001,1,2.840816667
377,4.026,1,1,2.840816667
378,4.026,1.001,1,2.840816667
379,4.026,1.001,1,2.840816667
380,4.026,1.002,1,2.840816667
381,4.026,1.002,1,2.840816667
382,4.026,1.002,1,2.840816667
383,4.026,1.001,1,2.840816667
384,4.026,1.001,1,2.840816667
385,4.025,1,1,2.840816667
386,4.025,0.999,1,2.840816667
387,4.025,0.998,1,2.840816667
388,4.025,0.998,1,2.840816667
389,4.025,0.997,1,2.840816667
390,4.025,0.996,1,2.840816667
391,4.025,0.996,1,2.840816667
392,4.025,0.997,1,2.840816667
393,4.025,0.997,1,2.840816667
394,4.025,0.999,1,2.840816667
395,4.025,1,1,2.840816667
396,4.025,1.002,1,2.840816667
397,4.025,1.002,1,2.840816667
398,4.025,1.002,1,2.840816667
399,4.024,1,1,2.840816667
400,4.024,1.001,1,2.840816667
401,4.024,0.999,1,2.840816667
402,4.024,0.999,1,2.840816667
403,4.024,0.998,1,2.840816667
404,4.024,0.997,1,2.840816667
405,4.024,0.996,1,2.840816667
406,4.023,0.997,1,2.840816667
407,4.023,0.996,1,2.840816667
408,4.023,0.996,1,2.840816667
409,4.023,0.996,1,2.840816667
410,4.023,0.997,1,2.840816667
411,4.023,0.998,1,2.840816667
412,4.023,0.998,1,2.840816667
413,4.023,0.998,1,2.840816667
414,4.023,1,1,2.840816667
415,4.023,1.001,1,2.840816667
416,4.023,1.001,1,2.840816667
417,4.023,1.002,1,2.840816667
418,4.023,1.002,1,2.840816667
419,4.023,1.001,1,2.840816667
420,4.023,1,1,2.840816667
421,4.023,1,1,2.840816667
422,4.022,0.998,1,2.840816667
423,4.022,0.997,1,2.840816667
424,4.022,0.996,1,2.840816667
425,4.022,0.996,1,2.840816667
426,4.022,0.997,1,2.840816667
427,4.022,0.997,1,2.840816667
428,4.022,0.998,1,2.840816667
429,4.022,0.999,1,2.840816667
430,4.022,1,1,2.840816667
431,4.022,1.001,1,2.840816667
432,4.022,1.002,1,2.840816667
433,4.022,1.002,1,2.840816667
434,4.022,1.002,1,2.840816667
435,4.021,1.001,1,2.840816667
436,4.021,1.001,1,2.840816667
437,4.021,1.001,1,2.840816667
438,4.021,1,1,2.840816667
439,4.021,1,1,2.840816667
440,4.021,0.999,1,2.840816667
441,4.021,0.999,1,2.840816667
442,4.021,0.998,1,2.840816667
443,4.021,0.997,1,2.840816667
444,4.021,0.996,1,2.840816667
445,4.021,0.996,1,2.840816667
446,4.021,0.996,1,2.840816667
447,4.021,0.996,1,2.840816667
448,4.02,0.997,1,2.840816667
449,4.02,0.998,1,2.840816667
450,4.02,0.998,1,2.840816667
451,4.02,0.999,1,2.840816667
452,4.02,1,1,2.840816667
453,4.02,1.002,1,2.840816667
454,4.02,1.002,1,2.840816667
455,4.02,1.001,1,2.840816667
456,4.02,1.001,1,2.840816667
457,4.02,1,1,2.840816667
458,4.02,0.999,1,2.840816667
459,4.02,0.999,1,2.840816667
460,4.02,0.997,1,2.840816667
461,4.019,0.996,1,2.840816667
462,4.019,0.996,1,2.840816667
463,4.019,0.997,1,2.840816667
464,4.019,0.998,1,2.840816667
465,4.019,0.999,1,2.840816667
466,4.019,1,1,2.840816667
467,4.019,1.001,1,2.840816667
468,4.019,1.002,1,2.840816667
469,4.019,1.001,1,2.840816667
470,4.019,1,1,2.840816667
471,4.019,0.999,1,2.840816667
472,4.019,0.997,1,2.840816667
473,4.019,0.996,1,2.840816667
474,4.019,0.996,1,2.840816667
475,4.019,0.996,1,2.840816667
476,4.019,0.998,1,2.840816667
477,4.018,0.999,1,2.840816667
478,4.018,1.001,1,2.840816667
479,4.018,1.002,1,2.840816667
480,4.018,1.001,1,2.840816667
481,4.018,1.001,1,2.840816667
482,4.018,1,1,2.840816667
483,4.018,0.998,1,2.840816667
484,4.018,0.997,1,2.840816667
485,4.018,0.996,1,2.840816667
486,4.018,0.996,1,2.840816667
487,4.018,0.997,1,2.840816667
488,4.018,0.997,1,2.840816667
489,4.018,0.999,1,2.840816667
490,4.018,1.001,1,2.840816667
491,4.018,1.001,1,2.840816667
492,4.018,1.001,1,2.840816667
493,4.017,1.001,1,2.840816667
494,4.017,1.001,1,2.840816667
495,4.017,0.999,1,2.840816667
496,4.017,0.999,1,2.840816667
497,4.017,0.998,1,2.840816667
498,4.017,0.997,1,2.840816667
499,4.017,0.996,1,2.840816667
500,4.017,0.996,1,2.840816667
501,4.017,0.996,1,2.840816667
502,4.017,0.997,1,2.840816667
503,4.017,0.997,1,2.840816667
504,4.017,0.999,1,2.840816667
505,4.017,0.999,1,2.840816667
506,4.017,1,1,2.840816667
507,4.017,1.001,1,2.840816667
508,4.017,1.001,1,2.840816667
509,4.017,1.002,1,2.840816667
510,4.016,1.001,1,2.840816667
511,4.016,1,1,2.840816667
512,4.016,1,1,2.840816667
513,4.016,0.998,1,2.840816667
514,4.016,0.998,1,2.840816667
515,4.016,0.996,1,2.840816667
516,4.016,0.996,1,2.840816667
517,4.016,0.997,1,2.840816667
518,4.016,0.998,1,2.840816667
519,4.016,0.999,1,2.840816667
520,4.016,1.001,1,2.840816667
521,4.016,1.001,1,2.840816667
522,4.016,1.002,1,2.840816667
523,4.016,1.001,1,2.840816667
524,4.016,1,1,2.840816667
525,4.016,1,1,2.840816667
526,4.015,0.999,1,2.840816667
527,4.015,0.997,1,2.840816667
528,4.015,0.997,1,2.840816667
529,4.015,0.996,1,2.840816667
530,4.015,0.996,1,2.840816667
531,4.015,0.997,1,2.840816667
532,4.015,0.996,1,2.840816667
533,4.015,0.996,1,2.840816667
534,4.015,0.997,1,2.840816667
535,4.015,0.997,1,2.840816667
536,4.015,0.998,1,2.840816667
537,4.015,0.998,1,2.840816667
538,4.015,0.999,1,2.840816667
539,4.015,1,1,2.840816667
540,4.015,1.001,1,2.840816667
541,4.015,1.002,1,2.840816667
542,4.015,1.002,1,2.840816667
543,4.014,1.001,1,2.840816667
544,4.014,1.001,1,2.840816667
545,4.014,1,1,2.840816667
546,4.014,1.001,1,2.840816667
547,4.014,0.999,1,2.840816667
548,4.014,0.999,1,2.840816667
549,4.014,0.998,1,2.840816667
550,4.014,0.997,1,2.840816667
551,4.014,0.997,1,2.840816667
552,4.014,0.996,1,2.840816667
553,4.014,0.997,1,2.840816667
554,4.013,0.997,1,2.840816667
555,4.013,0.996,1,2.840816667
556,4.013,0.996,1,2.840816667
557,4.013,0.997,1,2.840816667
558,4.013,0.997,1,2.840816667
559,4.013,0.997,1,2.840816667
560,4.013,0.997,1,2.840816667
561,4.013,0.998,1,2.840816667
562,4.013,0.998,1,2.840816667
563,4.013,0.998,1,2.840816667
564,4.013,0.998,1,2.840816667
565,4.013,0.999,1,2.840816667
566,4.013,1,1,2.840816667
567,4.013,1,1,2.840816667
568,4.013,1.001,1,2.840816667
569,4.013,1.001,1,2.840816667
570,4.013,1.001,1,2.840816667
571,4.013,1.001,1,2.840816667
572,4.012,1.002,1,2.840816667
573,4.013,1.001,1,2.840816667
574,4.012,1.001,1,2.840816667
575,4.012,1,1,2.840816667
576,4.012,1,1,2.840816667
577,4.012,0.999,1,2.840816667
578,4.012,0.999,1,2.840816667
579,4.012,0.997,1,2.840816667
580,4.012,0.997,1,2.840816667
581,4.012,0.996,1,2.840816667
582,4.012,0.996,1,2.840816667
583,4.012,0.996,1,2.840816667
584,4.012,0.997,1,2.840816667
585,4.012,0.998,1,2.840816667
586,4.012,0.999,1,2.840816667
587,4.012,0.999,1,2.840816667
588,4.012,1,1,2.840816667
589,4.012,1.001,1,2.840816667
590,4.012,1.002,1,2.840816667
591,4.012,1.001,1,2.840816667
592,4.011,1.001,1,2.840816667
593,4.011,0.999,1,2.840816667
594,4.011,0.999,1,2.840816667
595,4.011,0.998,1,2.840816667
596,4.011,0.997,1,2.840816667
597,4.011,0.996,1,2.840816667
598,4.011,0.996,1,2.840816667
599,4.011,0.997,1,2.840816667
600,4.011,0.998,1,2.840816667
601,4.011,0.999,1,2.840816667
602,4.011,1,1,2.840816667
603,4.011,1.001,1,2.840816667
604,4.011,1.001,1,2.840816667
605,4.011,1.002,1,2.840816667
606,4.011,1.001,1,2.840816667
607,4.011,0.999,1,2.840816667
608,4.011,0.999,1,2.840816667
609,4.01,0.997,1,2.840816667
610,4.01,0.996,1,2.840816667
611,4.01,0.996,1,2.840816667
612,4.01,0.996,1,2.840816667
613,4.01,0.997,1,2.840816667
614,4.01,0.998,1,2.840816667
615,4.01,0.999,1,2.840816667
616,4.01,1,1,2.840816667
617,4.01,1,1,2.840816667
618,4.01,1.001,1,2.840816667
619,4.01,1.002,1,2.840816667
620,4.01,1.001,1,2.840816667
621,4.01,1.002,1,2.840816667
622,4.01,1,1,2.840816667
623,4.01,1,1,2.840816667
624,4.01,0.999,1,2.840816667
625,4.009,0.998,1,2.840816667
626,4.01,0.998,1,2.840816667
627,4.009,0.997,1,2.840816667
628,4.009,0.996,1,2.840816667
629,4.009,0.996,1,2.840816667
630,4.009,0.997,1,2.840816667
631,4.009,0.998,1,2.840816667
632,4.009,0.998,1,2.840816667
633,4.009,0.998,1,2.840816667
634,4.009,0.999,1,2.840816667
635,4.009,0.999,1,2.840816667
636,4.009,1.001,1,2.840816667
637,4.009,1.001,1,2.840816667
638,4.009,1.001,1,2.840816667
639,4.009,1.002,1,2.840816667
640,4.009,1.002,1,2.840816667
641,4.009,1.002,1,2.840816667
642,4.009,1.002,1,2.840816667
643,4.009,1.001,1,2.840816667
644,4.009,1.001,1,2.840816667
645,4.009,1,1,2.840816667
646,4.008,1,1,2.840816667
647,4.009,1,1,2.840816667
648,4.008,0.999,1,2.840816667
649,4.008,1,1,2.840816667
650,4.008,0.998,1,2.840816667
651,4.008,0.999,1,2.840816667
652,4.008,0.999,1,2.840816667
653,4.008,0.999,1,2.840816667
654,4.008,0.998,1,2.840816667
655,4.008,0.998,1,2.840816667
656,4.008,0.998,1,2.840816667
657,4.008,0.997,1,2.840816667
658,4.008,0.997,1,2.840816667
659,4.008,0.996,1,2.840816667
660,4.008,0.996,1,2.840816667
661,4.007,0.996,1,2.840816667
662,4.008,0.996,1,2.840816667
663,4.007,0.996,1,2.840816667
664,4.007,0.997,1,2.840816667
665,4.007,0.997,1,2.840816667
666,4.007,0.997,1,2.840816667
667,4.007,0.997,1,2.840816667
668,4.007,0.998,1,2.840816667
669,4.007,0.998,1,2.840816667
670,4.007,0.998,1,2.840816667
671,4.007,0.999,1,2.840816667
672,4.007,0.999,1,2.840816667
673,4.007,1,1,2.840816667
674,4.007,1.001,1,2.840816667
675,4.007,1.002,1,2.840816667
676,4.007,1.002,1,2.840816667
677,4.007,1.002,1,2.840816667
678,4.007,1.001,1,2.840816667
679,4.007,1.001,1,2.840816667
680,4.007,1,1,2.840816667
681,4.007,1,1,2.840816667
682,4.007,0.999,1,2.840816667
683,4.007,0.998,1,2.840816667
684,4.006,0.997,1,2.840816667
685,4.006,0.997,1,2.840816667
686,4.006,0.996,1,2.840816667
687,4.006,0.996,1,2.840816667
688,4.006,0.997,1,2.840816667
689,4.006,0.997,1,2.840816667
690,4.006,0.997,1,2.840816667
691,4.006,0.999,1,2.840816667
692,4.006,0.999,1,2.840816667
693,4.006,1,1,2.840816667
694,4.006,1.001,1,2.840816667
695,4.006,1.002,1,2.840816667
696,4.006,1.002,1,2.840816667
697,4.006,1.002,1,2.840816667
698,4.006,1.001,1,2.840816667
699,4.006,1,1,2.840816667
700,4.006,0.999,1,2.840816667
701,4.006,0.998,1,2.840816667
702,4.006,0.997,1,2.840816667
703,4.005,0.996,1,2.840816667
704,4.005,0.996,1,2.840816667
705,4.005,0.997,1,2.840816667
706,4.005,0.997,1,2.840816667
707,4.005,0.997,1,2.840816667
708,4.005,0.998,1,2.840816667
709,4.005,0.998,1,2.840816667
710,4.005,0.999,1,2.840816667
711,4.005,0.999,1,2.840816667
712,4.005,1.001,1,2.840816667
713,4.005,1,1,2.840816667
714,4.005,1.001,1,2.840816667
715,4.005,1.002,1,2.840816667
716,4.005,1.001,1,2.840816667
717,4.005,1.002,1,2.840816667
718,4.005,1.002,1,2.840816667
719,4.005,1.001,1,2.840816667
720,4.005,1.001,1,2.840816667
721,4.005,1,1,2.840816667
722,4.005,1,1,2.840816667
723,4.005,1,1,2.840816667
724,4.005,0.999,1,2.840816667
725,4.004,0.998,1,2.840816667
726,4.004,0.997,1,2.840816667
727,4.004,0.996,1,2.840816667
728,4.004,0.996,1,2.840816667
729,4.004,0.997,1,2.840816667
730,4.004,0.996,1,2.840816667
731,4.004,0.997,1,2.840816667
732,4.004,0.997,1,2.840816667
733,4.004,0.997,1,2.840816667
734,4.004,0.998,1,2.840816667
735,4.004,0.998,1,2.840816667
736,4.004,0.998,1,2.840816667
737,4.004,0.999,1,2.840816667
738,4.004,1,1,2.840816667
739,4.004,1.001,1,2.840816667
740,4.004,1.001,1,2.840816667
741,4.004,1.001,1,2.840816667
742,4.004,1.002,1,2.840816667
743,4.004,1.002,1,2.840816667
744,4.004,1.002,1,2.840816667
745,4.004,1.001,1,2.840816667
746,4.004,1.001,1,2.840816667
747,4.004,1.001,1,2.840816667
748,4.004,1.001,1,2.840816667
749,4.004,1.001,1,2.840816667
750,4.003,1,1,2.840816667
751,4.003,1,1,2.840816667
752,4.003,0.999,1,2.840816667
753,4.003,0.998,1,2.840816667
754,4.003,0.998,1,2.840816667
755,4.003,0.998,1,2.840816667
756,4.003,0.998,1,2.840816667
757,4.003,0.997,1,2.840816667
758,4.003,0.996,1,2.840816667
759,4.003,0.996,1,2.840816667
760,4.003,0.997,1,2.840816667
761,4.003,0.997,1,2.840816667
762,4.003,0.998,1,2.840816667
763,4.003,0.998,1,2.840816667
764,4.003,0.999,1,2.840816667
765,4.003,0.999,1,2.840816667
766,4.003,1,1,2.840816667
767,4.003,1.002,1,2.840816667
768,4.003,1.002,1,2.840816667
769,4.003,1.002,1,2.840816667
770,4.003,1.002,1,2.840816667
771,4.003,1.001,1,2.840816667
772,4.002,1.001,1,2.840816667
773,4.002,1,1,2.840816667
774,4.002,0.999,1,2.840816667
775,4.002,0.998,1,2.840816667
776,4.002,0.997,1,2.840816667
777,4.002,0.996,1,2.840816667
778,4.002,0.997,1,2.840816667
779,4.002,0.997,1,2.840816667
780,4.002,0.997,1,2.840816667
781,4.002,0.998,1,2.840816667
782,4.002,0.999,1,2.840816667
783,4.002,1.001,1,2.840816667
784,4.002,1.002,1,2.840816667
785,4.002,1.002,1,2.840816667
786,4.002,1.001,1,2.840816667
787,4.002,1.001,1,2.840816667
