province_state,country_region,date,latitude,longitude,location_geom,confirmed,deaths,recovered,active,fips,admin2,combined_key
Isle of Man,United Kingdom,2021-03-05,54.2361,-4.5481,POINT(-4.5481 54.2361),605,25,417,163,,,"Isle of Man, United Kingdom"
Gibraltar,United Kingdom,2021-03-05,36.1408,-5.3536,POINT(-5.3536 36.1408),4244,93,4131,20,,,"Gibraltar, United Kingdom"
Falkland Islands (Malvinas),United Kingdom,2021-03-05,-51.7963,-59.5236,POINT(-59.5236 -51.7963),54,0,51,3,,,"Falkland Islands (Malvinas), United Kingdom"
England,United Kingdom,2021-03-05,52.3555,-1.1743,POINT(-1.1743 52.3555),3684724,109406,0,3575318,,,"England, United Kingdom"
Channel Islands,United Kingdom,2021-03-05,49.3723,-2.3644,POINT(-2.3644 49.3723),4041,86,3948,7,,,"Channel Islands, United Kingdom"
Cayman Islands,United Kingdom,2021-03-05,19.3133,-81.2546,POINT(-81.2546 19.3133),451,2,426,23,,,"Cayman Islands, United Kingdom"
British Virgin Islands,United Kingdom,2021-03-05,18.4207,-64.64,POINT(-64.64 18.4207),153,1,131,21,,,"British Virgin Islands, United Kingdom"
Bermuda,United Kingdom,2021-03-05,32.3078,-64.7505,POINT(-64.7505 32.3078),722,12,688,22,,,"Bermuda, United Kingdom"
Anguilla,United Kingdom,2021-03-05,18.2206,-63.0686,POINT(-63.0686 18.2206),18,0,18,0,,,"Anguilla, United Kingdom"
Montserrat,United Kingdom,2021-03-04,16.742498,-62.187366,POINT(-62.187366 16.742498),20,1,13,6,,,"Montserrat, United Kingdom"
Turks and Caicos Islands,United Kingdom,2021-03-04,21.694000000000006,-71.7979,POINT(-71.7979 21.694),2161,14,1976,171,,,"Turks and Caicos Islands, United Kingdom"
Wales,United Kingdom,2021-03-04,52.1307,-3.7837,POINT(-3.7837 52.1307),204463,5366,0,199097,,,"Wales, United Kingdom"
Unknown,United Kingdom,2021-03-04,,,,0,0,0,0,,,"Unknown, United Kingdom"
Scotland,United Kingdom,2021-03-04,56.4907,-4.2026,POINT(-4.2026 56.4907),204055,7398,0,196657,,,"Scotland, United Kingdom"
"Saint Helena, Ascension and Tristan da Cunha",United Kingdom,2021-03-04,-7.9467,-14.3559,POINT(-14.3559 -7.9467),4,0,4,0,,,"Saint Helena, Ascension and Tristan da Cunha, United Kingdom"
Northern Ireland,United Kingdom,2021-03-04,54.7877,-6.4923,POINT(-6.4923 54.7877),113169,2066,0,111103,,,"Northern Ireland, United Kingdom"
Isle of Man,United Kingdom,2021-03-04,54.2361,-4.5481,POINT(-4.5481 54.2361),546,25,416,105,,,"Isle of Man, United Kingdom"
Gibraltar,United Kingdom,2021-03-04,36.1408,-5.3536,POINT(-5.3536 36.1408),4243,93,4128,22,,,"Gibraltar, United Kingdom"
Falkland Islands (Malvinas),United Kingdom,2021-03-04,-51.7963,-59.5236,POINT(-59.5236 -51.7963),54,0,51,3,,,"Falkland Islands (Malvinas), United Kingdom"
England,United Kingdom,2021-03-04,52.3555,-1.1743,POINT(-1.1743 52.3555),3679671,109195,0,3570476,,,"England, United Kingdom"
Channel Islands,United Kingdom,2021-03-04,49.3723,-2.3644,POINT(-2.3644 49.3723),4041,86,3948,7,,,"Channel Islands, United Kingdom"
Cayman Islands,United Kingdom,2021-03-04,19.3133,-81.2546,POINT(-81.2546 19.3133),448,2,425,21,,,"Cayman Islands, United Kingdom"
British Virgin Islands,United Kingdom,2021-03-04,18.4207,-64.64,POINT(-64.64 18.4207),153,1,131,21,,,"British Virgin Islands, United Kingdom"
Bermuda,United Kingdom,2021-03-04,32.3078,-64.7505,POINT(-64.7505 32.3078),718,12,685,21,,,"Bermuda, United Kingdom"
Anguilla,United Kingdom,2021-03-04,18.2206,-63.0686,POINT(-63.0686 18.2206),18,0,18,0,,,"Anguilla, United Kingdom"
Wales,United Kingdom,2021-03-03,52.1307,-3.7837,POINT(-3.7837 52.1307),204196,5356,0,198840,,,"Wales, United Kingdom"
Unknown,United Kingdom,2021-03-03,,,,0,0,0,0,,,"Unknown, United Kingdom"
Turks and Caicos Islands,United Kingdom,2021-03-03,21.694000000000006,-71.7979,POINT(-71.7979 21.694),2132,14,1940,178,,,"Turks and Caicos Islands, United Kingdom"
Scotland,United Kingdom,2021-03-03,56.4907,-4.2026,POINT(-4.2026 56.4907),203555,7371,0,196184,,,"Scotland, United Kingdom"
"Saint Helena, Ascension and Tristan da Cunha",United Kingdom,2021-03-03,-7.9467,-14.3559,POINT(-14.3559 -7.9467),4,0,4,0,,,"Saint Helena, Ascension and Tristan da Cunha, United Kingdom"
Northern Ireland,United Kingdom,2021-03-03,54.7877,-6.4923,POINT(-6.4923 54.7877),113006,2063,0,110943,,,"Northern Ireland, United Kingdom"
Montserrat,United Kingdom,2021-03-03,16.742498,-62.187366,POINT(-62.187366 16.742498),20,1,13,6,,,"Montserrat, United Kingdom"
Isle of Man,United Kingdom,2021-03-03,54.2361,-4.5481,POINT(-4.5481 54.2361),511,25,416,70,,,"Isle of Man, United Kingdom"
Gibraltar,United Kingdom,2021-03-03,36.1408,-5.3536,POINT(-5.3536 36.1408),4243,93,4127,23,,,"Gibraltar, United Kingdom"
Falkland Islands (Malvinas),United Kingdom,2021-03-03,-51.7963,-59.5236,POINT(-59.5236 -51.7963),54,0,51,3,,,"Falkland Islands (Malvinas), United Kingdom"
England,United Kingdom,2021-03-03,52.3555,-1.1743,POINT(-1.1743 52.3555),3674028,108993,0,3565035,,,"England, United Kingdom"
Channel Islands,United Kingdom,2021-03-03,49.3723,-2.3644,POINT(-2.3644 49.3723),4040,86,3944,10,,,"Channel Islands, United Kingdom"
Cayman Islands,United Kingdom,2021-03-03,19.3133,-81.2546,POINT(-81.2546 19.3133),447,2,415,30,,,"Cayman Islands, United Kingdom"
British Virgin Islands,United Kingdom,2021-03-03,18.4207,-64.64,POINT(-64.64 18.4207),153,1,131,21,,,"British Virgin Islands, United Kingdom"
Bermuda,United Kingdom,2021-03-03,32.3078,-64.7505,POINT(-64.7505 32.3078),713,12,682,19,,,"Bermuda, United Kingdom"
Anguilla,United Kingdom,2021-03-03,18.2206,-63.0686,POINT(-63.0686 18.2206),18,0,18,0,,,"Anguilla, United Kingdom"
Unknown,United Kingdom,2021-03-02,,,,0,0,0,0,,,"Unknown, United Kingdom"
Scotland,United Kingdom,2021-03-02,56.4907,-4.2026,POINT(-4.2026 56.4907),203012,7164,0,195848,,,"Scotland, United Kingdom"
Wales,United Kingdom,2021-03-02,52.1307,-3.7837,POINT(-3.7837 52.1307),203988,5344,0,198644,,,"Wales, United Kingdom"
Montserrat,United Kingdom,2021-03-02,16.742498,-62.187366,POINT(-62.187366 16.742498),20,1,13,6,,,"Montserrat, United Kingdom"
Isle of Man,United Kingdom,2021-03-02,54.2361,-4.5481,POINT(-4.5481 54.2361),494,25,411,58,,,"Isle of Man, United Kingdom"
Turks and Caicos Islands,United Kingdom,2021-03-02,21.694000000000006,-71.7979,POINT(-71.7979 21.694),2115,14,1876,225,,,"Turks and Caicos Islands, United Kingdom"
"Saint Helena, Ascension and Tristan da Cunha",United Kingdom,2021-03-02,-7.9467,-14.3559,POINT(-14.3559 -7.9467),4,0,4,0,,,"Saint Helena, Ascension and Tristan da Cunha, United Kingdom"
Northern Ireland,United Kingdom,2021-03-02,54.7877,-6.4923,POINT(-6.4923 54.7877),112780,2059,0,110721,,,"Northern Ireland, United Kingdom"
Gibraltar,United Kingdom,2021-03-02,36.1408,-5.3536,POINT(-5.3536 36.1408),4243,93,4127,23,,,"Gibraltar, United Kingdom"
Falkland Islands (Malvinas),United Kingdom,2021-03-02,-51.7963,-59.5236,POINT(-59.5236 -51.7963),54,0,46,8,,,"Falkland Islands (Malvinas), United Kingdom"
England,United Kingdom,2021-03-02,52.3555,-1.1743,POINT(-1.1743 52.3555),3668620,108729,0,3559891,,,"England, United Kingdom"
Channel Islands,United Kingdom,2021-03-02,49.3723,-2.3644,POINT(-2.3644 49.3723),4039,86,3939,14,,,"Channel Islands, United Kingdom"
Cayman Islands,United Kingdom,2021-03-02,19.3133,-81.2546,POINT(-81.2546 19.3133),447,2,415,30,,,"Cayman Islands, United Kingdom"
British Virgin Islands,United Kingdom,2021-03-02,18.4207,-64.64,POINT(-64.64 18.4207),153,1,131,21,,,"British Virgin Islands, United Kingdom"
Anguilla,United Kingdom,2021-03-02,18.2206,-63.0686,POINT(-63.0686 18.2206),18,0,18,0,,,"Anguilla, United Kingdom"
Bermuda,United Kingdom,2021-03-02,32.3078,-64.7505,POINT(-64.7505 32.3078),713,12,682,19,,,"Bermuda, United Kingdom"
Scotland,United Kingdom,2021-03-01,56.4907,-4.2026,POINT(-4.2026 56.4907),202470,7131,0,195339,,,"Scotland, United Kingdom"
"Saint Helena, Ascension and Tristan da Cunha",United Kingdom,2021-03-01,-7.9467,-14.3559,POINT(-14.3559 -7.9467),4,0,4,0,,,"Saint Helena, Ascension and Tristan da Cunha, United Kingdom"
Wales,United Kingdom,2021-03-01,52.1307,-3.7837,POINT(-3.7837 52.1307),203818,5343,0,198475,,,"Wales, United Kingdom"
Unknown,United Kingdom,2021-03-01,,,,0,0,0,0,,,"Unknown, United Kingdom"
Turks and Caicos Islands,United Kingdom,2021-03-01,21.694000000000006,-71.7979,POINT(-71.7979 21.694),2114,14,1873,227,,,"Turks and Caicos Islands, United Kingdom"
Northern Ireland,United Kingdom,2021-03-01,54.7877,-6.4923,POINT(-6.4923 54.7877),112631,2057,0,110574,,,"Northern Ireland, United Kingdom"
Montserrat,United Kingdom,2021-03-01,16.742498,-62.187366,POINT(-62.187366 16.742498),20,1,13,6,,,"Montserrat, United Kingdom"
Isle of Man,United Kingdom,2021-03-01,54.2361,-4.5481,POINT(-4.5481 54.2361),486,25,411,50,,,"Isle of Man, United Kingdom"
Gibraltar,United Kingdom,2021-03-01,36.1408,-5.3536,POINT(-5.3536 36.1408),4239,93,4125,21,,,"Gibraltar, United Kingdom"
Falkland Islands (Malvinas),United Kingdom,2021-03-01,-51.7963,-59.5236,POINT(-59.5236 -51.7963),54,0,46,8,,,"Falkland Islands (Malvinas), United Kingdom"
England,United Kingdom,2021-03-01,52.3555,-1.1743,POINT(-1.1743 52.3555),3663090,108422,0,3554668,,,"England, United Kingdom"
Channel Islands,United Kingdom,2021-03-01,49.3723,-2.3644,POINT(-2.3644 49.3723),4038,86,3928,24,,,"Channel Islands, United Kingdom"
Cayman Islands,United Kingdom,2021-03-01,19.3133,-81.2546,POINT(-81.2546 19.3133),447,2,415,30,,,"Cayman Islands, United Kingdom"
British Virgin Islands,United Kingdom,2021-03-01,18.4207,-64.64,POINT(-64.64 18.4207),153,1,131,21,,,"British Virgin Islands, United Kingdom"
Bermuda,United Kingdom,2021-03-01,32.3078,-64.7505,POINT(-64.7505 32.3078),707,12,682,13,,,"Bermuda, United Kingdom"
Anguilla,United Kingdom,2021-03-01,18.2206,-63.0686,POINT(-63.0686 18.2206),18,0,18,0,,,"Anguilla, United Kingdom"
Wales,United Kingdom,2021-02-28,52.1307,-3.7837,POINT(-3.7837 52.1307),203625,5340,0,198285,,,"Wales, United Kingdom"
Unknown,United Kingdom,2021-02-28,,,,0,0,0,0,,,"Unknown, United Kingdom"
Turks and Caicos Islands,United Kingdom,2021-02-28,21.694000000000006,-71.7979,POINT(-71.7979 21.694),2114,14,1873,227,,,"Turks and Caicos Islands, United Kingdom"
Scotland,United Kingdom,2021-02-28,56.4907,-4.2026,POINT(-4.2026 56.4907),202084,7131,0,194953,,,"Scotland, United Kingdom"
"Saint Helena, Ascension and Tristan da Cunha",United Kingdom,2021-02-28,-7.9467,-14.3559,POINT(-14.3559 -7.9467),4,0,4,0,,,"Saint Helena, Ascension and Tristan da Cunha, United Kingdom"
Northern Ireland,United Kingdom,2021-02-28,54.7877,-6.4923,POINT(-6.4923 54.7877),112493,2055,0,110438,,,"Northern Ireland, United Kingdom"
Montserrat,United Kingdom,2021-02-28,16.742498,-62.187366,POINT(-62.187366 16.742498),20,1,13,6,,,"Montserrat, United Kingdom"
Isle of Man,United Kingdom,2021-02-28,54.2361,-4.5481,POINT(-4.5481 54.2361),484,25,411,48,,,"Isle of Man, United Kingdom"
Gibraltar,United Kingdom,2021-02-28,36.1408,-5.3536,POINT(-5.3536 36.1408),4239,93,4124,22,,,"Gibraltar, United Kingdom"
Falkland Islands (Malvinas),United Kingdom,2021-02-28,-51.7963,-59.5236,POINT(-59.5236 -51.7963),54,0,46,8,,,"Falkland Islands (Malvinas), United Kingdom"
England,United Kingdom,2021-02-28,52.3555,-1.1743,POINT(-1.1743 52.3555),3658352,108323,0,3550029,,,"England, United Kingdom"
Channel Islands,United Kingdom,2021-02-28,49.3723,-2.3644,POINT(-2.3644 49.3723),4038,86,3928,24,,,"Channel Islands, United Kingdom"
Cayman Islands,United Kingdom,2021-02-28,19.3133,-81.2546,POINT(-81.2546 19.3133),444,2,413,29,,,"Cayman Islands, United Kingdom"
British Virgin Islands,United Kingdom,2021-02-28,18.4207,-64.64,POINT(-64.64 18.4207),153,1,131,21,,,"British Virgin Islands, United Kingdom"
Bermuda,United Kingdom,2021-02-28,32.3078,-64.7505,POINT(-64.7505 32.3078),705,12,682,11,,,"Bermuda, United Kingdom"
Anguilla,United Kingdom,2021-02-28,18.2206,-63.0686,POINT(-63.0686 18.2206),18,0,18,0,,,"Anguilla, United Kingdom"
Wales,United Kingdom,2021-02-27,52.1307,-3.7837,POINT(-3.7837 52.1307),203378,5316,0,198062,,,"Wales, United Kingdom"
Isle of Man,United Kingdom,2021-02-27,54.2361,-4.5481,POINT(-4.5481 54.2361),484,25,410,49,,,"Isle of Man, United Kingdom"
Gibraltar,United Kingdom,2021-02-27,36.1408,-5.3536,POINT(-5.3536 36.1408),4238,93,4122,23,,,"Gibraltar, United Kingdom"
Unknown,United Kingdom,2021-02-27,,,,0,0,0,0,,,"Unknown, United Kingdom"
Turks and Caicos Islands,United Kingdom,2021-02-27,21.694000000000006,-71.7979,POINT(-71.7979 21.694),2099,14,1870,215,,,"Turks and Caicos Islands, United Kingdom"
Scotland,United Kingdom,2021-02-27,56.4907,-4.2026,POINT(-4.2026 56.4907),201512,7129,0,194383,,,"Scotland, United Kingdom"
"Saint Helena, Ascension and Tristan da Cunha",United Kingdom,2021-02-27,-7.9467,-14.3559,POINT(-14.3559 -7.9467),4,0,4,0,,,"Saint Helena, Ascension and Tristan da Cunha, United Kingdom"
Montserrat,United Kingdom,2021-02-27,16.742498,-62.187366,POINT(-62.187366 16.742498),20,1,13,6,,,"Montserrat, United Kingdom"
Northern Ireland,United Kingdom,2021-02-27,54.7877,-6.4923,POINT(-6.4923 54.7877),112357,2052,0,110305,,,"Northern Ireland, United Kingdom"
Falkland Islands (Malvinas),United Kingdom,2021-02-27,-51.7963,-59.5236,POINT(-59.5236 -51.7963),54,0,46,8,,,"Falkland Islands (Malvinas), United Kingdom"
England,United Kingdom,2021-02-27,52.3555,-1.1743,POINT(-1.1743 52.3555),3653272,108208,0,3545064,,,"England, United Kingdom"
Channel Islands,United Kingdom,2021-02-27,49.3723,-2.3644,POINT(-2.3644 49.3723),4034,86,3893,55,,,"Channel Islands, United Kingdom"
Bermuda,United Kingdom,2021-02-27,32.3078,-64.7505,POINT(-64.7505 32.3078),705,12,682,11,,,"Bermuda, United Kingdom"
British Virgin Islands,United Kingdom,2021-02-27,18.4207,-64.64,POINT(-64.64 18.4207),153,1,131,21,,,"British Virgin Islands, United Kingdom"
Anguilla,United Kingdom,2021-02-27,18.2206,-63.0686,POINT(-63.0686 18.2206),18,0,18,0,,,"Anguilla, United Kingdom"
Cayman Islands,United Kingdom,2021-02-27,19.3133,-81.2546,POINT(-81.2546 19.3133),444,2,413,29,,,"Cayman Islands, United Kingdom"
Wales,United Kingdom,2021-02-26,52.1307,-3.7837,POINT(-3.7837 52.1307),203180,5300,0,197880,,,"Wales, United Kingdom"
Unknown,United Kingdom,2021-02-26,,,,0,0,0,0,,,"Unknown, United Kingdom"
Scotland,United Kingdom,2021-02-26,56.4907,-4.2026,POINT(-4.2026 56.4907),200987,7111,0,193876,,,"Scotland, United Kingdom"
"Saint Helena, Ascension and Tristan da Cunha",United Kingdom,2021-02-26,-7.9467,-14.3559,POINT(-14.3559 -7.9467),4,0,4,0,,,"Saint Helena, Ascension and Tristan da Cunha, United Kingdom"
Northern Ireland,United Kingdom,2021-02-26,54.7877,-6.4923,POINT(-6.4923 54.7877),112173,2050,0,110123,,,"Northern Ireland, United Kingdom"
Isle of Man,United Kingdom,2021-02-26,54.2361,-4.5481,POINT(-4.5481 54.2361),475,25,410,40,,,"Isle of Man, United Kingdom"
Gibraltar,United Kingdom,2021-02-26,36.1408,-5.3536,POINT(-5.3536 36.1408),4236,92,4122,22,,,"Gibraltar, United Kingdom"
Falkland Islands (Malvinas),United Kingdom,2021-02-26,-51.7963,-59.5236,POINT(-59.5236 -51.7963),54,0,46,8,,,"Falkland Islands (Malvinas), United Kingdom"
England,United Kingdom,2021-02-26,52.3555,-1.1743,POINT(-1.1743 52.3555),3646745,107954,0,3538791,,,"England, United Kingdom"
Channel Islands,United Kingdom,2021-02-26,49.3723,-2.3644,POINT(-2.3644 49.3723),4033,86,3893,54,,,"Channel Islands, United Kingdom"
Cayman Islands,United Kingdom,2021-02-26,19.3133,-81.2546,POINT(-81.2546 19.3133),444,2,413,29,,,"Cayman Islands, United Kingdom"
British Virgin Islands,United Kingdom,2021-02-26,18.4207,-64.64,POINT(-64.64 18.4207),153,1,131,21,,,"British Virgin Islands, United Kingdom"
Bermuda,United Kingdom,2021-02-26,32.3078,-64.7505,POINT(-64.7505 32.3078),705,12,682,11,,,"Bermuda, United Kingdom"
Anguilla,United Kingdom,2021-02-26,18.2206,-63.0686,POINT(-63.0686 18.2206),18,0,18,0,,,"Anguilla, United Kingdom"
Turks and Caicos Islands,United Kingdom,2021-02-26,21.694000000000006,-71.7979,POINT(-71.7979 21.694),2088,14,1847,227,,,"Turks and Caicos Islands, United Kingdom"
Montserrat,United Kingdom,2021-02-26,16.742498,-62.187366,POINT(-62.187366 16.742498),20,1,13,6,,,"Montserrat, United Kingdom"
Cayman Islands,United Kingdom,2021-02-25,19.3133,-81.2546,POINT(-81.2546 19.3133),438,2,405,31,,,"Cayman Islands, United Kingdom"
Gibraltar,United Kingdom,2021-02-25,36.1408,-5.3536,POINT(-5.3536 36.1408),4235,92,4119,24,,,"Gibraltar, United Kingdom"
"Saint Helena, Ascension and Tristan da Cunha",United Kingdom,2021-02-25,-7.9467,-14.3559,POINT(-14.3559 -7.9467),4,0,4,0,,,"Saint Helena, Ascension and Tristan da Cunha, United Kingdom"
Wales,United Kingdom,2021-02-25,52.1307,-3.7837,POINT(-3.7837 52.1307),202872,5284,0,197588,,,"Wales, United Kingdom"
Unknown,United Kingdom,2021-02-25,,,,0,0,0,0,,,"Unknown, United Kingdom"
Turks and Caicos Islands,United Kingdom,2021-02-25,21.694000000000006,-71.7979,POINT(-71.7979 21.694),2070,14,1819,237,,,"Turks and Caicos Islands, United Kingdom"
Scotland,United Kingdom,2021-02-25,56.4907,-4.2026,POINT(-4.2026 56.4907),200406,7084,0,193322,,,"Scotland, United Kingdom"
Northern Ireland,United Kingdom,2021-02-25,54.7877,-6.4923,POINT(-6.4923 54.7877),111932,2048,0,109884,,,"Northern Ireland, United Kingdom"
Montserrat,United Kingdom,2021-02-25,16.742498,-62.187366,POINT(-62.187366 16.742498),20,1,13,6,,,"Montserrat, United Kingdom"
Isle of Man,United Kingdom,2021-02-25,54.2361,-4.5481,POINT(-4.5481 54.2361),475,25,410,40,,,"Isle of Man, United Kingdom"
Falkland Islands (Malvinas),United Kingdom,2021-02-25,-51.7963,-59.5236,POINT(-59.5236 -51.7963),54,0,46,8,,,"Falkland Islands (Malvinas), United Kingdom"
England,United Kingdom,2021-02-25,52.3555,-1.1743,POINT(-1.1743 52.3555),3639352,107654,0,3531698,,,"England, United Kingdom"
Channel Islands,United Kingdom,2021-02-25,49.3723,-2.3644,POINT(-2.3644 49.3723),4032,86,3893,53,,,"Channel Islands, United Kingdom"
British Virgin Islands,United Kingdom,2021-02-25,18.4207,-64.64,POINT(-64.64 18.4207),114,1,95,18,,,"British Virgin Islands, United Kingdom"
Bermuda,United Kingdom,2021-02-25,32.3078,-64.7505,POINT(-64.7505 32.3078),705,12,682,11,,,"Bermuda, United Kingdom"
Anguilla,United Kingdom,2021-02-25,18.2206,-63.0686,POINT(-63.0686 18.2206),18,0,18,0,,,"Anguilla, United Kingdom"
Wales,United Kingdom,2021-02-24,52.1307,-3.7837,POINT(-3.7837 52.1307),202560,5263,0,197297,,,"Wales, United Kingdom"
Unknown,United Kingdom,2021-02-24,,,,0,0,0,0,,,"Unknown, United Kingdom"
Scotland,United Kingdom,2021-02-24,56.4907,-4.2026,POINT(-4.2026 56.4907),199637,7053,0,192584,,,"Scotland, United Kingdom"
Turks and Caicos Islands,United Kingdom,2021-02-24,21.694000000000006,-71.7979,POINT(-71.7979 21.694),2051,14,1796,241,,,"Turks and Caicos Islands, United Kingdom"
Anguilla,United Kingdom,2021-02-24,18.2206,-63.0686,POINT(-63.0686 18.2206),18,0,18,0,,,"Anguilla, United Kingdom"
"Saint Helena, Ascension and Tristan da Cunha",United Kingdom,2021-02-24,-7.9467,-14.3559,POINT(-14.3559 -7.9467),4,0,4,0,,,"Saint Helena, Ascension and Tristan da Cunha, United Kingdom"
Northern Ireland,United Kingdom,2021-02-24,54.7877,-6.4923,POINT(-6.4923 54.7877),111651,2043,0,109608,,,"Northern Ireland, United Kingdom"
Channel Islands,United Kingdom,2021-02-24,49.3723,-2.3644,POINT(-2.3644 49.3723),4031,86,3893,52,,,"Channel Islands, United Kingdom"
Montserrat,United Kingdom,2021-02-24,16.742498,-62.187366,POINT(-62.187366 16.742498),20,1,13,6,,,"Montserrat, United Kingdom"
Isle of Man,United Kingdom,2021-02-24,54.2361,-4.5481,POINT(-4.5481 54.2361),470,25,410,35,,,"Isle of Man, United Kingdom"
Gibraltar,United Kingdom,2021-02-24,36.1408,-5.3536,POINT(-5.3536 36.1408),4234,91,4113,30,,,"Gibraltar, United Kingdom"
Falkland Islands (Malvinas),United Kingdom,2021-02-24,-51.7963,-59.5236,POINT(-59.5236 -51.7963),54,0,46,8,,,"Falkland Islands (Malvinas), United Kingdom"
England,United Kingdom,2021-02-24,52.3555,-1.1743,POINT(-1.1743 52.3555),3630729,107388,0,3523341,,,"England, United Kingdom"
Cayman Islands,United Kingdom,2021-02-24,19.3133,-81.2546,POINT(-81.2546 19.3133),431,2,405,24,,,"Cayman Islands, United Kingdom"
British Virgin Islands,United Kingdom,2021-02-24,18.4207,-64.64,POINT(-64.64 18.4207),114,1,95,18,,,"British Virgin Islands, United Kingdom"
Bermuda,United Kingdom,2021-02-24,32.3078,-64.7505,POINT(-64.7505 32.3078),703,12,681,10,,,"Bermuda, United Kingdom"
Wales,United Kingdom,2021-02-23,52.1307,-3.7837,POINT(-3.7837 52.1307),202324,5250,0,197074,,,"Wales, United Kingdom"
Unknown,United Kingdom,2021-02-23,,,,0,0,0,0,,,"Unknown, United Kingdom"
Turks and Caicos Islands,United Kingdom,2021-02-23,21.694000000000006,-71.7979,POINT(-71.7979 21.694),2051,14,1796,241,,,"Turks and Caicos Islands, United Kingdom"
Scotland,United Kingdom,2021-02-23,56.4907,-4.2026,POINT(-4.2026 56.4907),198839,7006,0,191833,,,"Scotland, United Kingdom"
Northern Ireland,United Kingdom,2021-02-23,54.7877,-6.4923,POINT(-6.4923 54.7877),111391,2041,0,109350,,,"Northern Ireland, United Kingdom"
Montserrat,United Kingdom,2021-02-23,16.742498,-62.187366,POINT(-62.187366 16.742498),20,1,13,6,,,"Montserrat, United Kingdom"
Isle of Man,United Kingdom,2021-02-23,54.2361,-4.5481,POINT(-4.5481 54.2361),462,25,409,28,,,"Isle of Man, United Kingdom"
